intersection_name,edge_direction,lane_direction,time,n_vehicles
e,north,straightType,4:47:19,2
e,north,leftType,4:48:05,0
e,north,straightType,4:48:40,0
e,north,leftType,4:49:26,0
e,north,straightType,4:50:01,2
e,north,leftType,4:50:47,0
e,north,straightType,4:51:22,0
e,north,leftType,4:52:08,0
e,north,straightType,4:52:43,0
e,north,leftType,4:53:29,0
e,north,straightType,4:54:04,0
e,north,leftType,4:54:50,0
e,north,straightType,4:55:25,2
e,north,leftType,4:56:11,0
e,north,straightType,4:56:46,1
e,north,leftType,4:57:32,0
e,north,straightType,4:58:07,1
e,north,leftType,4:58:53,1
e,north,straightType,4:59:28,1
e,north,leftType,5:00:14,0
e,north,straightType,5:00:49,0
e,north,leftType,5:01:35,0
e,north,straightType,5:02:10,3
e,north,leftType,5:02:56,0
e,north,straightType,5:03:31,0
e,north,leftType,5:04:17,0
e,north,straightType,5:04:52,1
e,north,leftType,5:05:38,0
e,north,straightType,5:06:13,0
e,north,leftType,5:06:56,0
e,north,straightType,5:07:34,2
e,north,leftType,5:08:17,0
e,north,straightType,5:08:55,1
e,north,leftType,5:09:41,0
e,north,straightType,5:10:16,1
e,north,leftType,5:11:02,0
e,north,straightType,5:11:37,0
e,north,leftType,5:12:22,0
e,north,straightType,5:12:58,1
e,north,leftType,5:13:44,0
e,north,straightType,5:14:19,0
e,north,leftType,5:15:05,0
e,north,straightType,5:15:40,0
e,north,leftType,5:16:23,0
e,north,straightType,5:17:01,1
e,north,leftType,5:17:47,0
e,north,straightType,5:18:22,0
e,north,leftType,5:19:08,1
e,north,straightType,5:19:43,0
e,north,leftType,5:20:27,0
e,north,straightType,5:21:04,1
e,north,leftType,5:21:48,0
e,north,straightType,5:22:25,1
e,north,leftType,5:23:11,0
e,north,straightType,5:23:46,2
e,north,leftType,5:24:32,0
e,north,straightType,5:25:07,1
e,north,leftType,5:25:53,0
e,north,straightType,5:26:28,2
e,north,leftType,5:27:14,0
e,north,straightType,5:27:49,2
e,north,leftType,5:28:35,0
e,north,straightType,5:29:10,0
e,north,leftType,5:29:56,1
e,north,straightType,5:30:31,3
e,north,leftType,5:31:17,0
e,north,straightType,5:31:53,1
e,north,leftType,5:32:38,0
e,north,straightType,5:33:13,0
e,north,leftType,5:33:59,0
e,north,straightType,5:34:34,3
e,north,leftType,5:35:20,0
e,north,straightType,5:35:55,0
e,north,leftType,5:36:41,0
e,north,straightType,5:37:16,0
e,north,leftType,5:38:02,0
e,north,straightType,5:38:37,1
e,north,leftType,5:39:23,0
e,north,straightType,5:39:58,1
e,north,leftType,5:40:44,0
e,north,straightType,5:41:19,1
e,north,leftType,5:42:05,0
e,north,straightType,5:42:40,0
e,north,leftType,5:43:26,0
e,north,straightType,5:44:01,1
e,north,leftType,5:44:47,0
e,north,straightType,5:45:22,1
e,north,leftType,5:46:08,0
e,north,straightType,5:46:43,3
e,north,leftType,5:47:29,0
e,north,straightType,5:48:04,1
e,north,leftType,5:48:50,0
e,north,straightType,5:49:25,0
e,north,leftType,5:50:11,0
e,north,straightType,5:50:46,2
e,north,leftType,5:51:32,1
e,north,straightType,5:52:07,3
e,north,leftType,5:52:53,1
e,north,straightType,5:53:28,0
e,north,leftType,5:54:14,0
e,north,straightType,5:54:49,0
e,north,leftType,5:55:35,0
e,north,straightType,5:56:10,1
e,north,leftType,5:56:56,0
e,north,straightType,5:57:31,3
e,north,leftType,5:58:17,0
e,north,straightType,5:58:52,1
e,north,leftType,5:59:38,0
e,north,straightType,6:00:13,3
e,north,leftType,6:00:59,0
e,north,straightType,6:01:34,0
e,north,leftType,6:02:20,0
e,north,straightType,6:02:55,0
e,north,leftType,6:03:41,0
e,north,straightType,6:04:16,1
e,north,leftType,6:05:02,0
e,north,straightType,6:05:37,1
e,north,leftType,6:06:23,0
e,north,straightType,6:06:58,0
e,north,leftType,6:07:44,0
e,north,straightType,6:08:19,0
e,north,leftType,6:09:05,1
e,north,straightType,6:09:40,3
e,north,leftType,6:10:26,0
e,north,straightType,6:11:01,2
e,north,leftType,6:11:47,0
e,north,straightType,6:12:22,1
e,north,leftType,6:13:08,0
e,north,straightType,6:13:43,1
e,north,leftType,6:14:29,0
e,north,straightType,6:15:04,4
e,north,leftType,6:15:50,1
e,north,straightType,6:16:25,2
e,north,leftType,6:17:11,0
e,north,straightType,6:17:46,2
e,north,leftType,6:18:32,1
e,north,straightType,6:19:07,1
e,north,leftType,6:19:53,0
e,north,straightType,6:20:28,1
e,north,leftType,6:21:14,0
e,north,straightType,6:21:49,5
e,north,leftType,6:22:35,0
e,north,straightType,6:23:10,1
e,north,leftType,6:23:56,1
e,north,straightType,6:24:31,2
e,north,leftType,6:25:17,0
e,north,straightType,6:25:52,1
e,north,leftType,6:26:38,2
e,north,straightType,6:27:13,1
e,north,leftType,6:27:59,0
e,north,straightType,6:28:34,2
e,north,leftType,6:29:20,0
e,north,straightType,6:29:55,0
e,north,leftType,6:30:41,2
e,north,straightType,6:31:16,2
e,north,leftType,6:32:02,0
e,north,straightType,6:32:37,1
e,north,leftType,6:33:26,2
e,north,straightType,6:34:09,4
e,north,leftType,6:35:01,0
e,north,straightType,6:35:44,2
e,north,leftType,6:36:36,0
e,north,straightType,6:37:19,6
e,north,leftType,6:38:11,0
e,north,straightType,6:38:54,1
e,north,leftType,6:39:46,1
e,north,straightType,6:40:29,4
e,north,leftType,6:41:21,0
e,north,straightType,6:42:04,1
e,north,leftType,6:42:56,0
e,north,straightType,6:43:39,1
e,north,leftType,6:44:31,0
e,north,straightType,6:45:14,3
e,north,leftType,6:46:06,0
e,north,straightType,6:46:49,3
e,north,leftType,6:47:41,1
e,north,straightType,6:48:24,4
e,north,leftType,6:49:16,0
e,north,straightType,6:49:59,4
e,north,leftType,6:50:51,0
e,north,straightType,6:51:34,2
e,north,leftType,6:52:26,0
e,north,straightType,6:53:09,2
e,north,leftType,6:54:01,0
e,north,straightType,6:54:44,0
e,north,leftType,6:55:36,0
e,north,straightType,6:56:19,1
e,north,leftType,6:57:11,1
e,north,straightType,6:57:54,2
e,north,leftType,6:58:46,1
e,north,straightType,6:59:29,3
e,north,leftType,7:00:21,1
e,north,straightType,7:01:04,3
e,north,leftType,7:01:56,0
e,north,straightType,7:02:39,5
e,north,leftType,7:03:31,3
e,north,straightType,7:04:14,0
e,north,leftType,7:05:06,0
e,north,straightType,7:05:49,3
e,north,leftType,7:06:41,0
e,north,straightType,7:07:24,1
e,north,leftType,7:08:16,0
e,north,straightType,7:08:59,3
e,north,leftType,7:09:51,0
e,north,straightType,7:10:34,2
e,north,leftType,7:11:26,0
e,north,straightType,7:12:09,5
e,north,leftType,7:13:01,0
e,north,straightType,7:13:44,1
e,north,leftType,7:14:37,3
e,north,straightType,7:15:19,0
e,north,leftType,7:16:11,0
e,north,straightType,7:16:54,0
e,north,leftType,7:17:59,1
e,north,straightType,7:18:29,0
e,north,leftType,7:20:04,1
e,north,straightType,7:20:06,0
e,north,straightType,7:21:39,0
e,north,leftType,7:23:12,2
e,north,straightType,7:23:17,0
e,north,straightType,7:24:56,0
e,north,leftType,7:25:14,1
e,north,leftType,7:26:22,0
e,north,straightType,7:26:28,0
e,north,straightType,7:28:38,0
e,north,leftType,7:29:33,2
e,north,leftType,7:30:56,0
e,north,straightType,7:31:19,0
e,north,leftType,7:31:32,0
e,north,leftType,7:32:10,0
e,north,straightType,7:33:18,0
e,north,leftType,7:33:55,3
e,north,straightType,7:34:19,1
e,north,leftType,7:35:11,0
e,north,leftType,7:35:29,0
e,north,straightType,7:35:59,0
e,north,leftType,7:36:00,0
e,north,leftType,7:36:49,0
e,north,leftType,7:36:59,0
e,north,leftType,7:37:03,0
e,north,straightType,7:38:05,0
e,north,leftType,7:38:23,0
e,north,leftType,7:38:47,0
e,north,leftType,7:39:03,0
e,north,straightType,7:39:06,0
e,north,leftType,7:39:57,2
e,north,leftType,7:40:31,0
e,north,straightType,7:40:39,1
e,north,leftType,7:41:31,0
e,north,straightType,7:42:14,11
e,north,leftType,7:43:06,1
e,north,straightType,7:43:49,12
e,north,leftType,7:44:41,1
e,north,straightType,7:45:24,9
e,north,leftType,7:46:16,0
e,north,straightType,7:46:59,11
e,north,leftType,7:47:51,3
e,north,straightType,7:48:34,12
e,north,leftType,7:49:26,0
e,north,straightType,7:50:09,5
e,north,leftType,7:51:01,2
e,north,straightType,7:51:44,11
e,north,leftType,7:52:36,0
e,north,straightType,7:53:19,3
e,north,leftType,7:54:11,1
e,north,straightType,7:54:54,7
e,north,leftType,7:55:46,3
e,north,straightType,7:56:29,8
e,north,leftType,7:57:21,3
e,north,straightType,7:58:04,14
e,north,leftType,7:58:56,1
e,north,straightType,7:59:39,8
e,north,leftType,8:00:31,3
e,north,straightType,8:01:14,11
e,north,leftType,8:02:06,0
e,north,straightType,8:02:49,4
e,north,leftType,8:04:03,4
e,north,straightType,8:05:16,18
e,north,leftType,8:06:30,3
e,north,straightType,8:07:43,24
e,north,leftType,8:08:57,1
e,north,straightType,8:10:10,19
e,north,leftType,8:11:24,4
e,north,straightType,8:12:37,13
e,north,leftType,8:13:51,2
e,north,straightType,8:15:04,15
e,north,leftType,8:16:18,3
e,north,straightType,8:17:31,19
e,north,leftType,8:18:45,4
e,north,straightType,8:19:58,26
e,north,leftType,8:21:12,7
e,north,straightType,8:22:25,22
e,north,leftType,8:23:39,4
e,north,straightType,8:24:52,20
e,north,leftType,8:26:06,4
e,north,straightType,8:27:19,12
e,north,leftType,8:28:33,7
e,north,straightType,8:29:46,22
e,north,leftType,8:31:00,3
e,north,straightType,8:32:13,37
e,north,leftType,8:33:27,3
e,north,straightType,8:34:40,22
e,north,leftType,8:35:51,8
e,north,straightType,8:37:07,18
e,north,leftType,8:38:21,6
e,north,straightType,8:39:34,18
e,north,leftType,8:40:48,3
e,north,straightType,8:42:01,27
e,north,leftType,8:43:15,7
e,north,straightType,8:44:27,28
e,north,leftType,8:45:42,1
e,north,straightType,8:46:55,17
e,north,leftType,8:48:09,5
e,north,straightType,8:49:21,9
e,north,leftType,8:50:36,4
e,north,straightType,8:51:49,33
e,north,leftType,8:53:03,2
e,north,straightType,8:54:16,18
e,north,leftType,8:55:30,1
e,north,straightType,8:56:43,28
e,north,leftType,8:57:57,11
e,north,straightType,8:59:09,21
e,north,leftType,9:00:24,10
e,north,straightType,9:01:37,24
e,north,leftType,9:02:51,4
e,north,straightType,9:04:04,23
e,north,leftType,9:04:56,5
e,north,straightType,9:05:51,24
e,north,leftType,9:06:44,4
e,north,straightType,9:07:40,21
e,north,leftType,9:08:32,3
e,north,straightType,9:09:28,16
e,north,leftType,9:10:19,2
e,north,straightType,9:11:16,22
e,north,leftType,9:12:10,3
e,north,straightType,9:13:09,17
e,north,leftType,9:14:04,6
e,north,straightType,9:15:03,22
e,north,leftType,9:15:57,5
e,north,straightType,9:16:57,21
e,north,leftType,9:17:52,5
e,north,straightType,9:18:51,14
e,north,leftType,9:19:45,3
e,north,straightType,9:20:45,15
e,north,leftType,9:21:40,5
e,north,straightType,9:22:38,21
e,north,leftType,9:23:34,6
e,north,straightType,9:24:33,15
e,north,leftType,9:25:23,4
e,north,straightType,9:26:11,22
e,north,leftType,9:26:56,0
e,north,straightType,9:27:44,23
e,north,leftType,9:28:29,3
e,north,straightType,9:29:17,17
e,north,leftType,9:30:02,3
e,north,straightType,9:30:50,19
e,north,leftType,9:31:35,0
e,north,straightType,9:32:23,9
e,north,leftType,9:33:08,5
e,north,straightType,9:33:56,23
e,north,leftType,9:34:41,2
e,north,straightType,9:35:29,20
e,north,leftType,9:36:14,3
e,north,straightType,9:37:01,20
e,north,leftType,9:37:46,0
e,north,straightType,9:38:33,18
e,north,leftType,9:39:18,3
e,north,straightType,9:40:05,22
e,north,leftType,9:40:50,1
e,north,straightType,9:41:37,27
e,north,leftType,9:42:22,2
e,north,straightType,9:43:09,8
e,north,leftType,9:43:54,5
e,north,straightType,9:44:41,25
e,north,leftType,9:45:26,2
e,north,straightType,9:46:13,6
e,north,leftType,9:46:58,1
e,north,straightType,9:47:45,18
e,north,leftType,9:48:30,3
e,north,straightType,9:49:17,13
e,north,leftType,9:50:02,2
e,north,straightType,9:50:48,24
e,north,leftType,9:51:34,4
e,north,straightType,9:52:21,26
e,north,leftType,9:53:06,2
e,north,straightType,9:53:52,12
e,north,leftType,9:54:38,4
e,north,straightType,9:55:25,15
e,north,leftType,9:56:10,4
e,north,straightType,9:56:57,8
e,north,leftType,9:57:42,4
e,north,straightType,9:58:29,33
e,north,leftType,9:59:14,2
e,north,straightType,10:00:01,9
e,north,leftType,10:00:46,2
e,north,straightType,10:01:32,18
e,north,leftType,10:02:18,1
e,north,straightType,10:03:05,20
e,north,leftType,10:03:51,2
e,north,straightType,10:04:36,12
e,north,leftType,10:05:23,0
e,north,straightType,10:06:08,24
e,north,leftType,10:06:58,3
e,north,straightType,10:07:56,14
e,north,leftType,10:08:48,0
e,north,straightType,10:09:34,17
e,north,leftType,10:10:23,4
e,north,straightType,10:11:21,9
e,north,leftType,10:12:12,3
e,north,straightType,10:12:59,15
e,north,leftType,10:13:44,3
e,north,straightType,10:14:29,15
e,north,leftType,10:15:15,2
e,north,straightType,10:16:01,16
e,north,leftType,10:16:46,4
e,north,straightType,10:17:32,18
e,north,leftType,10:18:21,7
e,north,straightType,10:19:20,18
e,north,leftType,10:20:11,4
e,north,straightType,10:20:57,23
e,north,leftType,10:21:47,1
e,north,straightType,10:22:45,16
e,north,leftType,10:23:35,2
e,north,straightType,10:24:22,22
e,north,leftType,10:25:07,0
e,north,straightType,10:25:52,10
e,north,leftType,10:26:37,2
e,north,straightType,10:27:23,25
e,north,leftType,10:28:09,2
e,north,straightType,10:28:54,7
e,north,leftType,10:29:39,0
e,north,straightType,10:30:26,33
e,north,leftType,10:31:11,3
e,north,straightType,10:31:57,8
e,north,leftType,10:32:42,5
e,north,straightType,10:33:27,19
e,north,leftType,10:34:12,1
e,north,straightType,10:34:58,5
e,north,leftType,10:35:44,2
e,north,straightType,10:36:30,14
e,north,leftType,10:37:14,1
e,north,straightType,10:38:00,8
e,north,leftType,10:38:46,3
e,north,straightType,10:39:31,25
e,north,leftType,10:40:21,1
e,north,straightType,10:41:19,14
e,north,leftType,10:42:16,5
e,north,straightType,10:43:14,20
e,north,leftType,10:44:05,5
e,north,straightType,10:44:51,22
e,north,leftType,10:45:38,3
e,north,straightType,10:46:22,8
e,north,leftType,10:47:13,4
e,north,straightType,10:48:12,15
e,north,leftType,10:49:07,1
e,north,straightType,10:50:06,16
e,north,leftType,10:50:56,3
e,north,straightType,10:51:42,31
e,north,leftType,10:52:27,2
e,north,straightType,10:53:13,23
e,north,leftType,10:54:03,4
e,north,straightType,10:55:01,10
e,north,leftType,10:55:52,4
e,north,straightType,10:56:38,18
e,north,leftType,10:57:28,1
e,north,straightType,10:58:26,17
e,north,leftType,10:59:17,4
e,north,straightType,11:00:03,22
e,north,leftType,11:00:48,0
e,north,straightType,11:01:34,10
e,north,leftType,11:02:24,2
e,north,straightType,11:03:22,16
e,north,leftType,11:04:13,2
e,north,straightType,11:04:59,7
e,north,leftType,11:05:44,1
e,north,straightType,11:06:30,14
e,north,leftType,11:07:16,3
e,north,straightType,11:08:01,19
e,north,leftType,11:08:46,1
e,north,straightType,11:09:32,15
e,north,leftType,11:10:17,3
e,north,straightType,11:11:03,23
e,north,leftType,11:11:48,0
e,north,straightType,11:12:34,15
e,north,leftType,11:13:24,4
e,north,straightType,11:14:23,19
e,north,leftType,11:15:13,1
e,north,straightType,11:15:59,11
e,north,leftType,11:16:49,3
e,north,straightType,11:17:47,23
e,north,leftType,11:18:39,4
e,north,straightType,11:19:25,13
e,north,leftType,11:20:09,3
e,north,straightType,11:20:56,18
e,north,leftType,11:21:40,3
e,north,straightType,11:22:26,13
e,north,leftType,11:23:12,1
e,north,straightType,11:23:57,9
e,north,leftType,11:24:42,4
e,north,straightType,11:25:28,14
e,north,leftType,11:26:18,6
e,north,straightType,11:27:16,24
e,north,leftType,11:28:07,4
e,north,straightType,11:28:53,26
e,north,leftType,11:29:38,2
e,north,straightType,11:30:24,15
e,north,leftType,11:31:09,2
e,north,straightType,11:31:55,26
e,north,leftType,11:32:40,1
e,north,straightType,11:33:26,7
e,north,leftType,11:34:16,4
e,north,straightType,11:35:14,31
e,north,leftType,11:36:05,1
e,north,straightType,11:36:51,3
e,north,leftType,11:37:36,3
e,north,straightType,11:38:22,17
e,north,leftType,11:39:08,1
e,north,straightType,11:39:53,10
e,north,leftType,11:40:38,3
e,north,straightType,11:41:24,28
e,north,leftType,11:42:09,1
e,north,straightType,11:42:55,13
e,north,leftType,11:43:41,3
e,north,straightType,11:44:27,29
e,north,leftType,11:45:11,2
e,north,straightType,11:45:57,6
e,north,leftType,11:46:42,3
e,north,straightType,11:47:28,26
e,north,leftType,11:48:14,3
e,north,straightType,11:49:01,15
e,north,leftType,11:49:44,3
e,north,straightType,11:50:30,26
e,north,leftType,11:51:15,2
e,north,straightType,11:52:01,17
e,north,leftType,11:52:47,1
e,north,straightType,11:53:33,22
e,north,leftType,11:54:17,4
e,north,straightType,11:55:03,19
e,north,leftType,11:55:48,4
e,north,straightType,11:56:34,19
e,north,leftType,11:57:20,4
e,north,straightType,11:58:06,16
e,north,leftType,11:58:50,2
e,north,straightType,11:59:36,18
e,north,leftType,12:00:21,3
e,north,straightType,12:01:07,17
e,north,leftType,12:01:52,2
e,north,straightType,12:02:38,13
e,north,leftType,12:03:23,2
e,north,straightType,12:04:09,23
e,north,leftType,12:04:54,3
e,north,straightType,12:05:40,23
e,north,leftType,12:06:25,2
e,north,straightType,12:07:11,15
e,north,leftType,12:07:56,3
e,north,straightType,12:08:42,13
e,north,leftType,12:09:27,2
e,north,straightType,12:10:13,28
e,north,leftType,12:10:58,1
e,north,straightType,12:11:44,18
e,north,leftType,12:12:29,5
e,north,straightType,12:13:15,31
e,north,leftType,12:14:00,3
e,north,straightType,12:14:46,14
e,north,leftType,12:15:31,3
e,north,straightType,12:16:17,26
e,north,leftType,12:17:03,3
e,north,straightType,12:17:49,11
e,north,leftType,12:18:33,5
e,north,straightType,12:19:19,31
e,north,leftType,12:20:04,5
e,north,straightType,12:20:50,14
e,north,leftType,12:21:35,2
e,north,straightType,12:22:21,28
e,north,leftType,12:23:06,2
e,north,straightType,12:23:52,10
e,north,leftType,12:24:37,3
e,north,straightType,12:25:23,28
e,north,leftType,12:26:08,2
e,north,straightType,12:26:54,9
e,north,leftType,12:27:39,4
e,north,straightType,12:28:25,15
e,north,leftType,12:29:10,2
e,north,straightType,12:29:56,4
e,north,leftType,12:30:41,3
e,north,straightType,12:31:27,22
e,north,leftType,12:32:12,3
e,north,straightType,12:32:58,6
e,north,leftType,12:33:43,4
e,north,straightType,12:34:29,17
e,north,leftType,12:35:14,0
e,north,straightType,12:36:00,8
e,north,leftType,12:36:45,4
e,north,straightType,12:37:31,19
e,north,leftType,12:38:16,1
e,north,straightType,12:39:02,9
e,north,leftType,12:39:47,2
e,north,straightType,12:40:33,19
e,north,leftType,12:41:18,4
e,north,straightType,12:42:04,9
e,north,leftType,12:42:49,2
e,north,straightType,12:43:35,23
e,north,leftType,12:44:20,2
e,north,straightType,12:45:06,8
e,north,leftType,12:45:51,1
e,north,straightType,12:46:37,26
e,north,leftType,12:47:23,1
e,north,straightType,12:48:08,8
e,north,leftType,12:48:53,4
e,north,straightType,12:49:39,19
e,north,leftType,12:50:24,2
e,north,straightType,12:51:10,6
e,north,leftType,12:51:55,4
e,north,straightType,12:52:41,23
e,north,leftType,12:53:26,4
e,north,straightType,12:54:12,11
e,north,leftType,12:54:57,3
e,north,straightType,12:55:43,20
e,north,leftType,12:56:29,0
e,north,straightType,12:57:14,10
e,north,leftType,12:57:59,1
e,north,straightType,12:58:45,19
e,north,leftType,12:59:30,2
e,north,straightType,13:00:16,10
e,north,leftType,13:01:01,5
e,north,straightType,13:01:47,23
e,north,leftType,13:02:32,4
e,north,straightType,13:03:18,6
e,north,leftType,13:04:03,5
e,north,straightType,13:04:49,19
e,north,leftType,13:05:34,6
e,north,straightType,13:06:20,12
e,north,leftType,13:07:05,4
e,north,straightType,13:07:51,17
e,north,leftType,13:08:36,5
e,north,straightType,13:09:22,14
e,north,leftType,13:10:07,5
e,north,straightType,13:10:53,12
e,north,leftType,13:11:38,3
e,north,straightType,13:12:24,16
e,north,leftType,13:13:09,1
e,north,straightType,13:13:55,7
e,north,leftType,13:14:40,1
e,north,straightType,13:15:26,11
e,north,leftType,13:16:11,2
e,north,straightType,13:16:57,15
e,north,leftType,13:17:42,1
e,north,straightType,13:18:28,20
e,north,leftType,13:19:13,4
e,north,straightType,13:19:59,14
e,north,leftType,13:20:44,2
e,north,straightType,13:21:30,9
e,north,leftType,13:22:15,1
e,north,straightType,13:23:01,15
e,north,leftType,13:23:46,3
e,north,straightType,13:24:32,14
e,north,leftType,13:25:18,4
e,north,straightType,13:26:03,7
e,north,leftType,13:26:48,4
e,north,straightType,13:27:34,19
e,north,leftType,13:28:19,3
e,north,straightType,13:29:05,5
e,north,leftType,13:29:50,5
e,north,straightType,13:30:36,21
e,north,leftType,13:31:21,2
e,north,straightType,13:32:07,13
e,north,leftType,13:32:52,3
e,north,straightType,13:33:38,18
e,north,leftType,13:34:25,4
e,north,straightType,13:35:09,13
e,north,leftType,13:35:54,0
e,north,straightType,13:36:40,20
e,north,leftType,13:37:25,1
e,north,straightType,13:38:11,4
e,north,leftType,13:38:56,5
e,north,straightType,13:39:42,21
e,north,leftType,13:40:27,2
e,north,straightType,13:41:13,9
e,north,leftType,13:41:58,4
e,north,straightType,13:42:44,24
e,north,leftType,13:43:29,3
e,north,straightType,13:44:15,13
e,north,leftType,13:45:00,3
e,north,straightType,13:45:46,24
e,north,leftType,13:46:31,1
e,north,straightType,13:47:17,4
e,north,leftType,13:48:02,5
e,north,straightType,13:48:48,19
e,north,leftType,13:49:33,1
e,north,straightType,13:50:19,9
e,north,leftType,13:51:04,3
e,north,straightType,13:51:50,26
e,north,leftType,13:52:35,3
e,north,straightType,13:53:21,9
e,north,leftType,13:54:06,1
e,north,straightType,13:54:53,15
e,north,leftType,13:55:37,2
e,north,straightType,13:56:23,12
e,north,leftType,13:57:08,4
e,north,straightType,13:57:54,26
e,north,leftType,13:58:40,1
e,north,straightType,13:59:25,11
e,north,leftType,14:00:10,1
e,north,straightType,14:00:57,24
e,north,leftType,14:01:41,2
e,north,straightType,14:02:27,7
e,north,leftType,14:03:12,2
e,north,straightType,14:03:58,25
e,north,leftType,14:04:43,4
e,north,straightType,14:05:29,9
e,north,leftType,14:06:14,4
e,north,straightType,14:07:01,21
e,north,leftType,14:07:46,3
e,north,straightType,14:08:34,10
e,north,leftType,14:09:18,3
e,north,straightType,14:10:05,24
e,north,leftType,14:10:50,0
e,north,straightType,14:11:37,8
e,north,leftType,14:12:22,4
e,north,straightType,14:13:09,25
e,north,leftType,14:13:54,1
e,north,straightType,14:14:41,12
e,north,leftType,14:15:26,3
e,north,straightType,14:16:13,14
e,north,leftType,14:16:58,1
e,north,straightType,14:17:45,16
e,north,leftType,14:18:30,2
e,north,straightType,14:19:17,13
e,north,leftType,14:20:02,0
e,north,straightType,14:20:49,16
e,north,leftType,14:21:34,2
e,north,straightType,14:22:21,11
e,north,leftType,14:23:06,4
e,north,straightType,14:23:53,30
e,north,leftType,14:24:38,0
e,north,straightType,14:25:25,13
e,north,leftType,14:26:10,2
e,north,straightType,14:26:57,25
e,north,leftType,14:27:42,2
e,north,straightType,14:28:29,5
e,north,leftType,14:29:14,3
e,north,straightType,14:30:01,16
e,north,leftType,14:30:46,2
e,north,straightType,14:31:33,7
e,north,leftType,14:32:18,3
e,north,straightType,14:33:05,24
e,north,leftType,14:33:50,2
e,north,straightType,14:34:37,10
e,north,leftType,14:35:22,4
e,north,straightType,14:36:09,29
e,north,leftType,14:36:54,3
e,north,straightType,14:37:41,15
e,north,leftType,14:38:26,1
e,north,straightType,14:39:13,26
e,north,leftType,14:39:58,1
e,north,straightType,14:40:45,9
e,north,leftType,14:41:30,5
e,north,straightType,14:42:17,23
e,north,leftType,14:43:02,4
e,north,straightType,14:43:49,12
e,north,leftType,14:44:34,4
e,north,straightType,14:45:21,19
e,north,leftType,14:46:06,1
e,north,straightType,14:46:53,23
e,north,leftType,14:47:38,3
e,north,straightType,14:48:25,10
e,north,leftType,14:49:10,2
e,north,straightType,14:49:57,26
e,north,leftType,14:50:42,5
e,north,straightType,14:51:29,21
e,north,leftType,14:52:14,3
e,north,straightType,14:53:01,23
e,north,leftType,14:53:46,1
e,north,straightType,14:54:33,18
e,north,leftType,14:55:18,3
e,north,straightType,14:56:05,29
e,north,leftType,14:56:50,2
e,north,straightType,14:57:37,6
e,north,leftType,14:58:22,1
e,north,straightType,14:59:09,16
e,north,leftType,14:59:54,2
e,north,straightType,15:00:41,10
e,north,leftType,15:01:26,4
e,north,straightType,15:02:13,28
e,north,leftType,15:02:58,0
e,north,straightType,15:03:45,7
e,north,leftType,15:04:34,1
e,north,straightType,15:05:35,33
e,north,leftType,15:06:24,1
e,north,straightType,15:07:11,9
e,north,leftType,15:07:56,4
e,north,straightType,15:08:43,21
e,north,leftType,15:09:32,3
e,north,straightType,15:10:33,32
e,north,leftType,15:11:22,1
e,north,straightType,15:12:09,16
e,north,leftType,15:12:58,4
e,north,straightType,15:13:59,33
e,north,leftType,15:14:48,1
e,north,straightType,15:15:35,9
e,north,leftType,15:16:24,0
e,north,straightType,15:17:25,25
e,north,leftType,15:18:14,3
e,north,straightType,15:19:01,22
e,north,leftType,15:19:50,3
e,north,straightType,15:20:51,22
e,north,leftType,15:21:40,2
e,north,straightType,15:22:27,17
e,north,leftType,15:23:16,0
e,north,straightType,15:24:17,14
e,north,leftType,15:25:06,1
e,north,straightType,15:25:53,12
e,north,leftType,15:26:42,0
e,north,straightType,15:27:43,22
e,north,leftType,15:28:32,1
e,north,straightType,15:29:19,12
e,north,leftType,15:30:04,2
e,north,straightType,15:30:51,20
e,north,leftType,15:31:36,0
e,north,straightType,15:32:23,10
e,north,leftType,15:33:08,3
e,north,straightType,15:33:55,30
e,north,leftType,15:34:44,2
e,north,straightType,15:35:45,14
e,north,leftType,15:36:34,2
e,north,straightType,15:37:21,21
e,north,leftType,15:38:10,1
e,north,straightType,15:39:11,20
e,north,leftType,15:40:00,1
e,north,straightType,15:40:47,11
e,north,leftType,15:41:32,1
e,north,straightType,15:42:19,18
e,north,leftType,15:43:04,0
e,north,straightType,15:43:51,5
e,north,leftType,15:44:36,2
e,north,straightType,15:45:23,20
e,north,leftType,15:46:12,1
e,north,straightType,15:47:13,17
e,north,leftType,15:48:02,2
e,north,straightType,15:48:49,18
e,north,leftType,15:49:34,0
e,north,straightType,15:50:21,13
e,north,leftType,15:51:06,6
e,north,straightType,15:51:53,14
e,north,leftType,15:52:38,2
e,north,straightType,15:53:25,7
e,north,leftType,15:54:10,2
e,north,straightType,15:54:57,22
e,north,leftType,15:55:42,4
e,north,straightType,15:56:29,19
e,north,leftType,15:57:14,1
e,north,straightType,15:58:01,10
e,north,leftType,15:58:46,2
e,north,straightType,15:59:33,24
e,north,leftType,16:00:18,3
e,north,straightType,16:01:05,16
e,north,leftType,16:01:50,3
e,north,straightType,16:02:37,23
e,north,leftType,16:03:22,2
e,north,straightType,16:04:09,10
e,north,leftType,16:04:54,3
e,north,straightType,16:05:41,26
e,north,leftType,16:06:26,2
e,north,straightType,16:07:13,7
e,north,leftType,16:07:58,2
e,north,straightType,16:08:45,19
e,north,leftType,16:09:30,2
e,north,straightType,16:10:17,7
e,north,leftType,16:11:02,3
e,north,straightType,16:11:49,26
e,north,leftType,16:12:34,3
e,north,straightType,16:13:21,10
e,north,leftType,16:14:06,2
